,TCGA-A1-A0SK,TCGA-A1-A0SO,TCGA-A2-A04P,TCGA-A2-A04Q,TCGA-A2-A04T,TCGA-A2-A04U,TCGA-A2-A0CM,TCGA-A2-A0D0,TCGA-A2-A0D2,TCGA-A2-A0ST,TCGA-A2-A0SX,TCGA-A2-A0T0,TCGA-A2-A0T2,TCGA-A2-A0YE,TCGA-A2-A0YJ,TCGA-A2-A0YM,TCGA-A7-A0CE,TCGA-A7-A0DA,TCGA-A7-A13D,TCGA-A7-A13E,TCGA-A8-A07C,TCGA-A8-A07O,TCGA-A8-A07R,TCGA-A8-A07U,TCGA-A8-A08H,TCGA-A8-A08R,TCGA-AN-A04D,TCGA-AN-A0AL,TCGA-AN-A0AR,TCGA-AN-A0AT,TCGA-AN-A0FJ,TCGA-AN-A0FL,TCGA-AN-A0FX,TCGA-AN-A0G0,TCGA-AN-A0XU,TCGA-AO-A0J4,TCGA-AO-A0J6,TCGA-AO-A0JL,TCGA-AO-A124,TCGA-AO-A128,TCGA-AO-A129,TCGA-AO-A12F,TCGA-AQ-A04J,TCGA-AR-A0TP,TCGA-AR-A0TS,TCGA-AR-A0TU,TCGA-AR-A0U0,TCGA-AR-A0U4,TCGA-AR-A1AH,TCGA-AR-A1AI,TCGA-AR-A1AJ,TCGA-AR-A1AQ,TCGA-AR-A1AR,TCGA-AR-A1AY,TCGA-B6-A0I2,TCGA-B6-A0I6,TCGA-B6-A0IJ,TCGA-B6-A0IQ,TCGA-B6-A0RE,TCGA-B6-A0RT,TCGA-B6-A0RU,TCGA-B6-A0WX,TCGA-B6-A0X1,TCGA-BH-A0AV,TCGA-BH-A0B3,TCGA-BH-A0B9,TCGA-BH-A0BG,TCGA-BH-A0BL,TCGA-BH-A0BW,TCGA-BH-A0DL,TCGA-BH-A0E0,TCGA-BH-A0E6,TCGA-BH-A0RX,TCGA-BH-A0WA,TCGA-BH-A18G,TCGA-BH-A18K,TCGA-BH-A18Q,TCGA-BH-A18V,TCGA-BH-A1F0,TCGA-C8-A12K,TCGA-C8-A12V,TCGA-C8-A131,TCGA-C8-A134,TCGA-D8-A142,TCGA-D8-A143,TCGA-D8-A147,TCGA-E2-A14N,TCGA-E2-A14R,TCGA-E2-A14X,TCGA-E2-A14Y,TCGA-E2-A150,TCGA-E2-A158,TCGA-E2-A159,TCGA-E2-A1AZ,TCGA-E2-A1B5
MDM4,-1.764875,-0.734375,0.422375,0.08075,-0.68475,-1.333875,-0.976,-0.83075,-0.91,0.221,-0.861125,0.721125,-1.5005,-0.925,-1.21475,-0.820375,-0.8675,-0.496,-1.433,-0.25,-0.6145,-1.362125,-0.308,-0.49875,-0.0175,-1.067375,0.751375,-0.7115,-1.041875,0.474,-1.787125,-0.08475,-0.6165,0.340375,-0.667125,-0.941,-1.109625,1.40375,0.066625,-0.15775,0.431875,1.708375,-0.86025,-0.9540000000000001,-0.645125,-0.043125,-0.719875,0.369125,0.45899999999999996,-0.9329999999999999,0.289875,-1.08325,-0.4135,-0.13925,-0.167875,-0.348125,-0.564375,-0.08825,0.038,-0.445875,-1.313125,1.117875,-1.129375,-0.45425,-0.59925,-1.01,0.164125,-0.588125,-1.219,0.082625,-0.74225,0.03275,-0.005125,-1.15825,1.193875,-0.568625,-0.22025,-1.051625,-0.536625,-0.645625,-0.6195,0.0915,-0.426625,-0.7775,-1.0405,-1.6640000000000001,0.33575,-0.200625,-0.209875,-0.828125,-0.61525,-1.036875,-1.136375,-1.0590000000000002,0.268
BIRC3,-2.3206666666999998,-1.7858333333,0.8301666999999999,2.4930000000000003,0.46566670000000004,-1.414333,1.0495,-0.721833333333333,0.08133333,2.648,1.15183333333333,-1.7355,-2.306,-0.9993333000000001,-2.8385,0.3913333,-0.0595,-0.0301666666666667,0.48200000000000004,-1.4761666666666697,-0.15333329999999998,0.737,-1.9731666666666698,1.503833,0.504,0.4981667,-2.9888333332999997,2.74966666666667,-2.3381666667,0.067,0.779333333333333,-0.8658333,-1.2876670000000001,-0.3936666666666671,-0.46066670000000004,0.8425,3.5736666666666697,-2.4448333333333303,-0.5448333000000001,2.4358333333,0.8386667,-2.4886666667,1.645833,-0.8145,1.455,2.0625,0.3618333,2.9585,-0.1135,1.4655,1.9525,1.02033333333333,1.24733333333333,1.8641666666666699,1.17716666666667,-0.4605,1.84783333333333,-0.535,1.5788333333333302,2.4275,-1.3063333333,0.5486667,3.0006666667000004,-2.02383333333333,-0.1963333,1.620333,1.9303333333333301,0.7408333,2.70633333333333,1.363833,-0.873833333333333,-1.3061666667,0.6101667,-0.47200000000000003,-0.27083333333333304,1.6226666666666698,-0.748333333333333,3.06933333333333,1.32516666666667,3.2743330000000004,2.9345,-0.7001666999999999,0.833333333333333,-0.38533333329999997,-0.52,2.2833330000000003,1.6341666666666699,0.3085,0.5916667,-1.2073333333,0.1715,-1.8568330000000002,0.800333333333333,0.9345,2.051167
CYCS,-0.6809166667000001,-0.8865833332999999,-2.241917,-1.53375,-1.69475,0.45158329999999997,-1.19925,-0.9775,-1.561167,-1.163,-1.7430833333333302,-1.4673333333,-1.1670833333,-0.1378333,-0.49066666670000003,-1.318167,-0.1865,-1.30233333333333,-0.813833333333333,-1.521,-1.568583,-1.40966666666667,-1.64433333333333,-1.423417,-1.5536666666666699,-1.9874169999999998,-1.5238333333,-0.692416666666667,-1.3353333333,-0.9965,-0.84475,-0.32066669999999997,-1.278083,-0.70325,-0.9848333,-1.2115833329999999,-0.781333333333333,-1.68775,-0.2065,-0.7535,-1.368667,-1.3359166667,-1.157333,-1.22225,-1.470333,-1.0970833333,0.18283329999999998,-1.965583,-0.6075833333,-2.15341666666667,-0.9438333333,-1.5859999999999999,-1.07133333333333,-0.27733333333333304,-0.948,-1.4918333333333302,-2.0178333333333303,-0.88225,-0.8115,-1.6736666666666697,-1.59075,-1.134917,-1.2408333333,-1.54591666666667,-1.8168330000000001,-1.9320830000000002,-1.791,-1.7194169999999998,-2.16375,-1.188333,-0.6245,-1.9228333333,-1.142333,-1.24125,-1.30345454545455,-1.8495,-1.43,-1.81508333333333,-1.8065,-1.3405,-1.16525,-1.30575,-1.43958333333333,-1.9041666667,-1.4704166666666698,-1.9645830000000002,-0.0965,-0.9725,-0.8318333000000001,-0.6319166667,-1.5185,-0.16575,-1.3575833333333303,-1.9631666666999998,-1.175167
RPA4,-0.9543333333,-1.652,2.427333,-0.57,-1.2335,-0.05566667,0.2806667,0.131166666666667,-1.022667,1.24216666666667,-0.08800000000000001,0.7963333333,-0.39299999999999996,-0.7378333,-1.5441666666999998,-1.226167,-0.1198333333,-0.645333333333333,1.33633333333333,-0.245,-0.855,0.323666666666667,1.1175,0.53,0.816833333333333,-0.7093333,-1.564,0.794333333333333,0.5475,-0.31866669999999997,-0.266166666666667,0.57,0.4448333,-1.10533333333333,-0.586,0.214166667,-1.4086666666666698,1.258,-1.352667,-1.308,0.37483330000000004,2.5823333333000003,1.308167,0.04,-0.7871667,0.938,-2.1638330000000003,-0.6815,0.491,-1.13166666666667,0.6953333333,-1.11533333333333,0.24600000000000002,-0.951833333333333,1.371,0.46966666666666707,-0.321333333333333,2.2876666667,-0.18416666666666698,1.3330000000000002,0.5926666667,-0.02683333,0.43166666670000003,-0.939833333333333,-0.15133329999999998,-0.5451666999999999,0.062,0.64,-0.7898333333333329,0.7118333,1.091,2.3451666667,-0.0565,-0.7188333,-0.308333333333333,-0.24366666666666698,-1.18033333333333,0.3115,-0.344166666666667,-0.5901666999999999,0.3703333333333329,0.15883329999999998,-1.5341666666666698,-0.0835,-0.812333333333333,-0.305,1.19533333333333,0.0515,-0.3843333,0.5561666667,-0.9185,-1.0995,-0.935666666666667,0.6958333333,1.605833
CASP6,0.293375,2.72425,1.01325,1.370625,0.969625,2.679625,0.153,-0.244125,0.164625,0.784375,0.71075,1.0475,0.41775,1.004375,0.29275,0.7935,1.364,-0.076625,1.004375,0.8155,0.088125,0.3025,-0.60375,-0.011375,0.598125,-0.52,2.17875,0.310125,0.80425,-0.312625,0.4995,1.102375,0.021375,1.748125,0.160375,-0.606,1.0765,0.0765,0.742625,-0.679375,0.192,0.303875,1.07975,-0.65475,-0.6045,1.35775,-0.505875,0.350625,0.670125,1.38475,1.534125,0.70525,1.276875,1.534125,-0.322125,-0.778125,-0.389,0.68175,0.689875,-0.30175,-0.35125,0.528875,0.499375,-0.41725,0.342125,0.923875,0.6595,0.858625,1.936875,0.602,0.227625,-0.2085,1.22425,-0.233375,1.86225,1.661375,0.298875,0.95075,1.236875,-0.215125,0.49925,0.779,1.009375,0.98575,0.92475,0.687125,1.834,0.113875,-1.151875,0.977,1.6095,0.031125,0.7565,0.84825,-0.267125
ZIC2,-0.019125,-4.099,-3.75675,0.32675,0.045125,-0.840125,-3.61725,-3.5695,-4.037,-2.721875,-3.978375,-3.705125,-3.25375,-3.56375,-1.3075,-1.540375,-2.799125,-4.193125,-3.664125,-1.54325,-3.535,-3.41125,-3.6865,-1.723625,-3.24125,-4.231875,-4.15175,-3.51875,-3.004625,-3.674125,-1.803875,-3.00725,-0.3675,-3.6545,-3.39225,-4.007,-1.54375,-3.671375,-1.72375,-3.610625,-3.20725,-3.375875,-3.958125,0.230625,-2.9835,-2.910625,-3.9875,-3.6385,-3.758125,-3.89475,-3.768875,-3.769375,-3.935625,-1.131,-3.534,-2.56975,-3.5315,-3.137,-4.005875,-3.85275,-3.17675,-1.535375,-2.9795,-3.053375,-3.876125,-3.92625,-3.8285,-3.47675,-3.77075,-0.23800000000000002,-3.3835,-3.7595,-2.644625,-4.01125,-1.52525,-4.1455,-1.300375,-4.0295,0.581,-3.685125,-4.03025,-2.865375,0.179875,-4.023625,-3.85375,-3.8855,-4.2589999999999995,-1.874625,-3.307375,0.0835,-4.08575,0.92425,-1.064625,-3.8569999999999998,-2.542125
RBPJ,-0.32433333329999997,-1.8513333333000002,-1.2819999999999998,-0.355,0.003666667,-1.359167,-0.5511666999999999,-0.9179999999999999,-0.9988333,-0.635666666666667,0.0446666666666667,-0.892,-0.9781666667,-0.9590000000000001,-1.1638333333,-0.7206667,-1.2855,-0.779,-1.13766666666667,-0.934833333333333,-0.9726667,-1.11116666666667,-1.03033333333333,-0.6065,-0.29100000000000004,-0.9766667,-1.0135,-0.602833333333333,-1.5830000000000002,-1.237667,-0.40483333333333293,-1.0873329999999999,-0.5055,-1.1675,-1.238833,-1.050833333,0.000333333333333338,-1.6193333333333302,-1.4015,-0.1945,-0.9475,-1.1485,-0.7809999999999999,-1.0695,-0.6776667,-0.7746666667000001,-0.7468333,-0.7486666999999999,-1.4091666666999998,-1.1575,-0.1346666667,-0.922166666666667,-0.9721666666666671,-0.5815,-1.19083333333333,-0.345333333333333,-0.649166666666667,-0.815,-1.07766666666667,-0.3796666666666671,-0.7615,-0.7301667,-1.4258333333000002,-0.03,-0.9521666999999999,-0.7208333,-0.68,-0.3965,-0.4383333333333329,-0.45433329999999994,-1.222,-0.6641666667,-0.9068333000000001,-1.070167,-1.3630000000000002,-1.02883333333333,-1.12733333333333,-0.7390000000000001,-0.9108333333333329,-0.45433329999999994,-0.0556666666666666,-0.187,-1.02583333333333,-0.8588333333,-0.631333333333333,-0.825,-1.3765,-1.15283333333333,-0.41816670000000006,-0.8221666667,-0.68,-1.197833,-0.545833333333333,-1.2531666667,-0.895
TNFRSF10A,-0.44299999999999995,-0.507,-1.163,0.25325,0.54025,0.7685,1.67725,0.2975,-0.99675,1.21225,0.53375,-0.25125,0.38,-0.8625,-0.4875,0.01425,0.268,0.15925,-0.917,-0.7215,-0.70625,-0.5595,-0.26475,0.872,-0.3205,0.50925,0.19825,0.31075,-0.25775,0.26425,0.68,-0.6845,-1.136,0.86175,-0.55025,-0.3155,0.302,-0.502,-0.70475,1.3505,0.217,0.5815,0.45475,-0.3905,-0.7425,1.06925,1.42975,-0.22675,1.05125,0.23625,0.298,2.06525,0.21475,0.92725,-0.40075,-0.6585,-0.88425,-0.53575,0.97225,1.085,-0.64725,-0.42200000000000004,1.2395,0.6255,0.59625,-0.039,0.6605,0.57375,0.0045,0.68825,0.0195,0.22175,0.60175,-1.21425,0.24125,0.51825,0.1455,0.21625,-0.25075,0.87225,1.1525,0.6920000000000001,0.10300000000000001,0.69775,0.14325,-0.8109999999999999,-0.192,0.39,0.55125,0.28875,0.828,-1.32725,1.2535,1.20875,-0.06975
SMAD9,1.65025,-1.4445,-0.38025,-0.98925,-1.32275,0.213,-1.77425,-0.6285,-0.4675,-0.9445,-0.67575,-1.60475,-1.4265,0.11,-3.00025,-2.346,0.8420000000000001,-2.20775,-1.7865,-1.29575,-0.16475,-1.9355,-1.42625,-0.9045,0.0875,-1.30025,0.359,-1.17825,-0.1755,0.13075,0.40575,0.44375,-0.14375,-0.39225,-0.44925,-1.76325,-1.25975,0.01275,-0.509,-2.2285,0.008,-0.496,-0.073,0.49925,-1.319,-1.28,-2.60625,-1.273,-1.107,-1.36075,-0.9640000000000001,-1.13575,-1.6525,-2.09575,-1.76975,-0.226,-1.0715,-0.8965,-0.68425,-1.1955,0.42325,-0.10400000000000001,-0.8465,-0.6745,-1.43575,-1.73325,-0.53225,0.05475,-1.97,-2.43925,-1.38475,0.245,-0.50275,-1.0505,-1.5845,-0.38175,-0.7785,-1.3985,-0.4275,-0.80825,-1.61825,-1.0925,-0.204,-1.161,-0.436,-1.47825,-0.8290000000000001,-2.318,-1.5805,-1.3515,-2.1995,0.04825,-1.611,-1.4040000000000001,-1.08225
PERP,0.4554,-0.8474,2.1008,1.1627,0.5863,1.0105,1.3977,0.9319,1.2590000000000001,1.2798,1.3541,2.2714,1.2741,1.8409,2.5132,0.9551,1.6793,2.2501,1.5895,2.2241,1.4848,0.5319,0.7443,0.1214,-0.6962,0.0397,1.9504,0.6313,2.8545,0.8769,2.0324,1.9713,1.9858,1.5995,3.1756,1.141,1.5167,0.0318000000000001,1.6238,-1.3854,0.9611,2.0149,1.1641,1.5736,1.369,0.4465,2.319,0.1124,0.934,2.0516,0.3206,0.88,0.6293,2.3403,0.5703,1.9897,0.1986,1.8876,1.1337,0.1481,0.3199,1.6540000000000001,0.4916,1.4809,1.6028,0.3498,1.9804,1.7335,0.344,3.6653,2.7469,1.1793,0.3273,0.9641,1.808,1.3822,1.6861,0.7869,0.0199,-0.5558,-0.2339,1.2597,1.2,1.6427,1.5438,1.2404,0.8519,3.128,2.8145,3.1216,2.8658,1.1237,2.2901,1.0677,1.5853
ACVR2A,0.715,1.6776666667,0.0135,0.546,0.5238333,0.8145,0.5295,2.29766666666667,0.04316667,0.28483333333333305,1.19316666666667,0.2905,0.634,1.9569999999999999,0.17183333329999997,0.5028332999999999,-0.3568333333,0.8966666666666671,1.4143333333333301,0.32799999999999996,1.176833,0.21933333333333302,0.294,0.9376667,0.500666666666667,0.3025,-1.0203333333,1.23583333333333,1.1265,0.0485,1.01383333333333,1.801333,0.4283333,1.17983333333333,0.6201667,1.244,-0.759166666666667,-0.0341666666666667,1.150833,-0.0323333333,0.9440000000000001,1.5291666667,1.089167,1.6211666666666698,0.1491667,0.473,0.4455,0.6003333000000001,2.0788333333,-0.332666666666667,0.4801666667,0.663166666666667,1.06916666666667,0.522,0.5303333333333329,0.567333333333333,0.32333333333333303,1.2996666667,0.5366666666666671,0.9225,1.4486666666999999,1.152333,-0.5131666667,1.8126666666666698,0.8108333000000001,0.11483330000000001,0.708666666666667,1.415167,0.849666666666667,1.9826669999999997,0.9116666666666671,1.2558333333,0.03266667,0.8113333,0.0905,1.1195,-0.0361666666666667,-0.0116666666666667,1.1145,0.47966670000000006,1.12416666666667,1.8128330000000001,0.8645,1.025,0.11866666666666699,1.295167,1.32233333333333,-0.5881666666666671,0.45983329999999994,0.9803333332999999,0.7345,0.8055,0.562666666666667,1.4081666667,0.3636667
RPS6KA6,0.764,1.639,-0.092,-1.1085,-0.003,-1.3575,-2.344,-1.368,-1.8535,-1.139,-0.7255,1.089,0.2345,1.7215,-1.4825,1.5945,0.518,-0.0515,-1.171,0.225,0.475,-0.6,0.3735,-1.2285,0.025,0.1135,1.2835,-1.173,0.3605,2.484,-0.397,0.1055,0.7515,0.413,1.0665,0.4025,0.542,1.0105,0.392,1.1765,-0.083,0.019,-0.973,-0.21600000000000003,-0.631,1.6580000000000001,0.589,0.7075,2.4225,-2.5625,-1.725,0.7035,1.157,0.168,-0.307,0.253,-0.252,-0.29,1.7285,-0.779,0.9159999999999999,-1.5315,1.1545,0.23,0.037000000000000005,-0.927,0.7875,0.5075,0.5770000000000001,-0.0905,2.6095,1.3619999999999999,0.364,-0.7395,0.4085,-0.7125,-0.6859999999999999,-0.36700000000000005,-1.9445,-0.3105,0.9935,-1.088,-0.183,0.9195,1.604,1.558,0.0115,-2.062,-1.4525,0.1965,-2.1645,0.539,0.083,1.4135,-1.321
BMP8A,0.0905,-1.045,1.003,-0.593,-0.2435,0.647,-0.424,0.4805,0.006,0.0075,1.0125,-0.069,0.6525,0.4735,-0.3685,-0.9815,0.753,0.022000000000000002,0.252,0.08900000000000001,-1.2975,0.1755,-0.6729999999999999,0.39799999999999996,0.431,0.9185,1.1840000000000002,-0.6970000000000001,-0.978,0.218,-0.22399999999999998,0.5429999999999999,0.0915,-0.505,-0.7635,0.3365,0.3845,0.3815,-0.2985,1.219,-0.1615,0.478,-0.001,0.3575,0.1065,1.16,-0.425,0.8265,1.8205,0.0845,0.28600000000000003,0.439,0.4435,0.4285,0.324,1.114,0.34700000000000003,-0.096,-0.581,0.6925,1.053,0.2735,1.3125,0.871,0.6365,1.635,0.9329999999999999,-0.0555,1.0535,0.0805,0.035,-0.7735,-0.601,0.256,-0.3145,0.43700000000000006,0.047,-0.071,0.3,0.897,1.6769999999999998,-0.316,-0.406,-1.1775,-1.2229999999999999,0.878,0.8690000000000001,0.8909999999999999,-0.149,-0.8240000000000001,1.5235,1.9455,-0.5725,1.1265,0.9365
BMP2,-0.66025,-3.02275,-0.768,-1.599125,-1.089125,-1.160625,-0.47775,-2.892875,0.5225,-0.833875,-2.286625,-1.792625,-1.580875,0.18825,-2.636125,-1.64825,-1.017375,-2.876875,0.6895,-3.378,-3.052625,-1.963,-1.079,-1.640375,-0.08575,-0.005125,-2.815,-0.824625,-2.181625,-0.455125,1.29925,-0.383125,0.143375,-1.14925,-1.396625,-0.503875,-1.659,0.805625,-0.484875,-2.14525,0.306,0.776625,-0.5915,-1.30475,-2.393875,-0.70525,-3.488625,2.03025,-3.388875,-2.890125,-1.085,-2.121625,-2.8739999999999997,0.52025,-2.02675,0.19875,-2.8405,-3.0485,0.260625,-2.109625,-0.051375,-1.9980000000000002,-1.090875,-0.534875,-2.166,-2.693,-0.4885,-0.66975,-0.29525,-0.496875,-3.242375,-1.1420000000000001,2.003125,0.288375,0.0625,-2.388125,0.494125,-1.720875,-1.209625,-0.21100000000000002,-0.751125,-1.416625,-2.18075,-0.76575,-2.265625,-0.733875,-0.851125,-2.73875,0.11599999999999999,-0.593875,-3.180875,-3.602,-2.69325,-2.8810000000000002,-1.62775
