,TCGA-A2-A04W,TCGA-A2-A04X,TCGA-A2-A0CL,TCGA-A2-A0CX,TCGA-A2-A0CY,TCGA-A2-A0D1,TCGA-A2-A0EQ,TCGA-A2-A0T1,TCGA-A8-A075,TCGA-A8-A076,TCGA-A8-A07B,TCGA-A8-A07I,TCGA-A8-A081,TCGA-A8-A08B,TCGA-A8-A08J,TCGA-A8-A08L,TCGA-A8-A08X,TCGA-A8-A092,TCGA-A8-A094,TCGA-A8-A09G,TCGA-A8-A09X,TCGA-A8-A0A7,TCGA-AN-A04C,TCGA-AN-A0FV,TCGA-AO-A03L,TCGA-AO-A03N,TCGA-AO-A0J2,TCGA-AO-A0JE,TCGA-AO-A12D,TCGA-AR-A0TX,TCGA-AR-A1AT,TCGA-B6-A0I9,TCGA-B6-A0IK,TCGA-B6-A0RH,TCGA-B6-A0RS,TCGA-BH-A0AW,TCGA-BH-A0B7,TCGA-BH-A0DZ,TCGA-BH-A0EE,TCGA-BH-A0HY,TCGA-BH-A18P,TCGA-BH-A18R,TCGA-BH-A1EV,TCGA-C8-A12L,TCGA-C8-A12P,TCGA-C8-A12Q,TCGA-C8-A12T,TCGA-C8-A12Z,TCGA-C8-A130,TCGA-C8-A135,TCGA-C8-A137,TCGA-C8-A138,TCGA-C8-A1HF,TCGA-D8-A13Z,TCGA-E2-A14P,TCGA-E2-A14V,TCGA-E2-A152,TCGA-E2-A1B0
CASP12,0.369,1.296,1.9285,1.0335,0.6695,0.0055,-0.406,0.36200000000000004,0.261,-1.072,0.396,0.7685,0.255,-0.2825,-0.1185,0.6495,0.9555,-0.139,0.4175,0.581,0.672,0.7915,0.235,0.26,0.7509999999999999,-0.163,0.307,0.5715,0.489,0.09699999999999999,1.1495,0.1915,1.185,0.28,-0.239,0.3815,2.3369999999999997,0.4355,0.1845,-0.0665,0.9685,0.807,0.1755,0.951,0.5425,1.3105,0.28800000000000003,0.9465,1.705,1.4875,0.2535,0.838,0.867,0.7815,-0.6985,1.649,0.363,0.203
NOTCH1,-0.3395,-0.43799999999999994,-0.48016670000000006,-0.730333333333333,-0.24116669999999998,-0.6995,-0.29600000000000004,0.205,-0.4955,-0.772,-0.43066666670000003,-0.062,-1.4605,-0.8238333000000001,-0.7233333333333329,-0.5306666666666671,1.6,-0.9691666666666671,-0.3563333,-0.0825,0.18566666666666698,-0.47933329999999996,-0.110166666666667,-0.46066670000000004,-0.332166666666667,-0.05,-0.5458333333,-0.6940000000000001,0.5308333333333329,0.096,-0.2126667,-1.112,-0.00900000000000001,-0.5413333333333329,0.41716670000000006,-0.444,-0.061,-0.215,0.27699999999999997,-0.1658333,-0.3,0.2121666667,-0.109,0.0875,-0.5315,-0.522,-0.09,0.0228333333333333,-0.745,-0.38433333329999997,-0.8375,0.25516666670000004,-0.9641666666666671,-0.13016666666666699,0.44433333329999997,-0.9009999999999999,-0.20416666666666697,0.2345
RBL1,-1.18175,-0.97075,-0.35875,-1.427125,-1.448125,-0.99425,-0.451,-1.39925,-0.756375,-0.860875,-1.827,-1.6735,-1.095625,-1.2955,-1.268375,-0.7125,-1.279625,-0.659625,-1.571,-0.7490000000000001,-1.57775,-1.328,-1.280125,-2.169125,-0.034625,-1.158625,-0.711125,-1.18175,-1.339,-1.461375,-1.1179999999999999,-0.76575,-1.004875,-1.55575,-1.18125,-1.296625,-1.831,-1.43625,-2.085375,-1.24925,-1.8355,-1.864875,-1.48775,-0.490625,-1.008125,-1.6945,-0.961375,-1.46475,-1.36775,-1.488625,-1.5085,-1.663125,-0.36975,-0.1935,-0.557875,-0.624,-2.1285,-1.148
SYCP3,-0.1995,-0.094,-0.07575,-0.037000000000000005,0.01875,-0.8385,-0.196,0.166,0.22,-0.288333333333333,-0.35775,-0.475,-0.431,-0.3585,-0.54075,-1.229,-0.26899999999999996,0.23475,-0.33325,-0.32625,0.08875,-0.4845,-0.18,-0.542,-0.64625,0.1335,0.01625,-0.142,0.07675,-0.5815,-0.52675,0.20275,-0.35775,-0.723,-0.13925,-0.546,-0.294,0.20925,0.3615,-0.6725,-0.299,-0.2865,-1.20875,0.36825,-0.618,-0.3425,-0.645,-1.4785,-0.46725,-0.9795,-0.547,0.06575,-0.01425,-0.174,-0.33025,-0.09925,-0.043,-1.08525
PPP3CA,1.0033,3.5039999999999996,1.1039,-0.0507,1.0192,1.4204,0.7393,0.2057,1.0708,0.762,1.0378,1.0576,-0.0575,1.4149,0.4621,-0.2595,0.0453,1.0156,0.6851,-0.2747,2.2943,0.9016,0.6591,0.5276,0.8063,3.3913,0.4185,1.4224,1.3507,0.5198,0.2555,1.7095,1.6999,1.1259,-0.6334,1.111,0.8639,0.5447,1.0514,0.6821,0.1827,0.2604,0.7481,1.5854,-0.1068,1.8352,1.5274,1.0784,1.3299,0.9217,0.0253,1.2752,0.5783,0.4448,-0.3648,1.5746,0.7463,0.5981
DDB2,-2.03175,0.32475,-0.5660000000000001,-1.925,-1.50225,-3.21025,-1.9469999999999998,-1.51625,-1.27125,-1.3635,-1.8255,-0.746,-1.21275,-1.42125,-1.21925,-1.7385,-1.7619999999999998,-1.82025,-2.23875,-1.6195,-1.64675,-1.11275,-2.69925,-1.3630000000000002,-0.25225,-2.21925,-1.92325,-1.247,-2.06825,-1.95225,-1.409,-1.6965,-1.50175,-1.6045,-1.64675,-1.7525,-2.2275,-1.09,-1.6105,-1.8355,-2.12825,-1.17925,-0.5155,-2.07775,-1.30075,-2.1715,-1.9580000000000002,-1.37125,-1.96675,-2.227,-2.08325,-1.3780000000000001,-1.46875,-0.77275,-1.74475,-0.9495,-1.2105,-2.65525
RHEB,0.2658,-0.9327,-0.3276,-0.2669,-0.7507,-0.23399999999999999,-0.111,0.0578,-0.7087,-0.8465,-0.0279,-0.8012,-0.0721,-0.4863,-0.1856,-0.0155,-0.5463,-0.2324,-0.0129,-0.1731,-0.4255,-0.2152,-0.5618,-0.8323,-0.9145,-0.2362,-0.3499,-0.5628,0.5827,-0.4346,-0.4295,-0.1482,-0.1857,-0.6012,-0.47600000000000003,-0.7612,-0.3665,-0.4706,-0.4311,-0.2128,-0.0072,-0.3365,-1.1787,-0.2402,0.1479,0.3092,-0.3536,-0.4784,0.3009,-1.0463,-0.6637,-0.9939,-0.1582,-0.0586,-0.9467,0.2979,0.00419999999999996,-0.2767
LTBP1,0.882,-1.5375,-0.741,-0.5515,-0.66,0.4445,-1.399,-0.605,-1.9265,-2.1815,-1.06,-2.205,-1.6669999999999998,-2.0735,-1.1025,-2.2425,-0.193,-1.5625,-0.41,-0.7335,-1.148,-0.391,-1.0385,-1.4145,-0.768,-0.6065,-0.831,-1.117,0.1595,-1.2215,-1.173,-1.2445,-0.7435,-0.4885,-0.5075,-0.8759999999999999,-0.7225,-0.491,-0.8390000000000001,-0.4265,-0.725,-1.5265,-0.061,-0.0635,-0.1855,-0.8435,-0.932,-1.482,-0.622,-0.0865,-0.5305,-1.1675,-0.066,0.41600000000000004,-0.0875,-0.975,-0.052000000000000005,0.233
TRAF2,-0.17066666666666697,0.18166666666666698,-0.3828333,0.0226666666666667,-0.6913333,-0.45266670000000003,0.5808333000000001,-0.13,-0.0078333333,0.027999999999999997,-0.19066666670000001,-0.2305,0.3753333333333329,0.354,0.0413333333333333,-0.28266666666666695,-0.2595,0.2305,0.15183329999999998,0.293,-0.16783333333333303,0.034,-0.158333333333333,-0.05733333,0.11233333333333301,0.541,-0.4525,-0.3646667,-0.4856666666666671,-0.518,0.36783330000000003,0.157333333333333,0.0831666666666667,0.209833333333333,-0.2756667,0.05333333,-0.957666666666667,-0.3976667,-0.40633333333333294,0.7829999999999999,-0.059000000000000004,0.5861666667000001,-0.117333333333333,-0.313833333333333,-0.46566666666666706,-0.7381667,-0.556166666666667,-0.45299999999999996,0.174,-0.7061666667000001,0.023166666699999998,0.3296666667,0.41366666666666707,-0.0643333333333333,0.6185,0.0956666666666667,0.371,-0.5093333333333329
BMP6,-2.89525,-1.89775,-1.1135,-2.0975,-3.37125,-3.86925,-1.82875,-1.26775,-2.27575,-3.19275,-3.34775,-2.7045,-1.81975,-3.31425,-2.89525,-3.11625,-0.16899999999999998,-3.39225,-2.51125,-2.509,-2.12,-1.0115,-2.53975,-3.7675,-2.70175,-3.70925,-3.6845,-1.78625,-0.81325,-1.7235,-2.16125,-2.905,-2.06675,-3.335,-2.464,-1.93875,-1.48925,-2.898,-3.4735,-2.81725,-3.12575,-2.17925,-3.27425,-2.997,-2.5725,-2.51625,-3.1310000000000002,-3.1239999999999997,-2.09825,-1.93075,-3.61075,-1.75325,-2.5140000000000002,-1.8845,-2.6465,-3.54925,-3.83125,-2.10025
RAD54B,-0.81575,-1.11525,-0.75825,-0.12,-2.009,0.24825,-0.20975,0.55375,0.62875,-0.0535,0.18875,-1.169,-0.35075,0.45299999999999996,-0.39299999999999996,0.17375,-1.29025,0.9645,-0.278,-0.78975,-0.85075,-0.93375,-0.20525,-0.83,-1.1425,-0.799,0.65425,-1.4055,-0.13625,-2.0465,-0.81075,-0.74225,-1.47575,-1.258,-0.03925,-1.3530000000000002,-1.03125,-0.93425,-0.3465,-1.1685,-0.33725,-0.1215,-0.41775,-0.52225,-0.75625,-0.742,0.332,-0.6745,-0.5675,-0.41475,-1.22525,-1.26975,-0.71825,-0.28675,-0.99125,-0.364,-0.872,-0.46325
WNT5A,-0.4311,-2.9892,-4.0643,-1.5978,-1.0937,-2.5083,-2.77,-0.9126,1.3596,-1.5609,-1.2426,-1.7853,-4.7012,-2.1137,-2.0166,-3.1579,-2.0802,-1.3566,-1.5483,-0.2023,-3.1278,-1.3653,-0.8062,-1.2002,-1.5336,0.0591,-0.4613,-1.4669,-0.9421,-1.736,-1.8613,-1.3718,-2.4128,-0.9214,0.2905,-3.283556,-1.3259999999999998,0.0914,-2.6108,-0.4948,-1.7896,-2.1794,0.1564,-1.0184,-1.1740000000000002,-1.2795,-0.8971,-0.2415,-2.0571,-2.0437,-2.0515,-2.1788,-1.4952,-1.5222,-1.7629,-1.1272,-0.3057,-2.1376
CCND1,-0.271166666666667,0.670083333333333,0.01466667,-1.31575,0.1415,-0.281,0.7384166999999999,-1.6125,-0.4198333333,-0.015,1.1013333333,1.33016666666667,1.98375,-0.1691667,0.767916666666667,-3.20866666666667,-0.7101666666666671,-1.43758333333333,-0.3684167,-0.2925,-0.24075,-0.64625,-0.263666666666667,-0.48508329999999994,0.675583333333333,-0.1009167,-0.49675,-0.5625833,-0.616333333333333,-0.3884166667,-0.19899999999999998,1.0265,-0.42325,0.907416666666667,1.266833,-2.4364169999999996,-0.0789166666666667,0.425,-3.30575,0.9034167,0.6305833000000001,1.1954166667,-0.869166666666667,0.5340833333333329,-1.13141666666667,0.4645833,0.60125,-1.28758333333333,-0.081,-2.0171666666999997,-0.7955,0.3521666667,-1.68416666666667,-1.9270833333333302,1.7511666666999999,1.08833333333333,-0.319666666666667,-1.2005
PRKACB,0.7817857142857142,3.975,1.385857,0.19878571428571398,-0.9949286,-0.3225,0.3907857,0.7790714,-0.22157142859999998,2.3394285714285696,-0.8987142856999999,0.171357142857143,0.5279285714285711,-0.37057140000000005,-0.4135,-0.36700000000000005,-0.0197857142857143,-0.72,0.7527857,2.225,0.7615714285714291,1.219,0.8104285714285709,-0.114,0.0747142857142857,1.022286,0.0889285714,0.4185714,1.57335714285714,1.2820714286,0.1605,0.105,4.1475,-0.7959285714285721,1.080857,0.5765714,1.4692857142857099,0.2435714,0.107857142857143,-0.1578571,-0.6130714,0.1574285714,0.0962857142857143,-0.500571428571429,0.153071428571429,1.108357,0.157642857142857,-0.29835714285714304,-0.353,1.0848571429,0.609,0.0821428571,0.0126428571428572,0.24085714285714302,-0.7892857143,0.0118571428571429,-0.7904285714285709,-0.159714285714286
TGFB1,-0.1568,-0.47700000000000004,0.7518,-0.6919,0.5293,-1.0143,-0.359,0.1541,-0.0216,-0.6128,-0.5760000000000001,-0.0836,-0.2853,-0.8552,-0.2966,-0.8003,-0.1022,-0.7968,-0.2931,-0.7585,-0.2477,-0.0313,-1.0215,-0.1701,-0.1679,-0.5474,-0.9428,-0.1893,-0.1014,-0.275,-0.1828,-1.1276,-0.1439,-0.179,-0.5233,-0.1988,0.562,0.2152,-1.1386,-0.5375,-0.5174,-0.8491,0.1086,-0.9524,-0.1236,-0.2938,-0.0027,-0.3432,-0.2774,-0.1135,0.2914,0.4574,-0.3315,0.0607,-1.1366,-0.8584,-0.1561,-0.0252
PSEN2,0.748916666666667,0.05325,0.7053333,0.9390000000000001,0.9763333000000001,0.4619167,0.9395,1.123667,1.3824166667,0.913666666666667,0.7126666667,1.53316666666667,1.6696666666666697,1.18975,1.149,0.8115,1.0935,1.5854166666666698,1.095,1.01541666666667,0.127083333333333,0.8795,0.705833333333333,1.3230000000000002,0.743916666666667,0.9759167,0.87775,1.282083,1.54,1.1210833332999999,1.099083,1.7339166666666699,0.40175,1.8063333333333302,1.16225,1.558,1.04,0.6310833,0.4880833333333329,1.59225,1.103417,0.95625,0.4274166666666671,1.454,1.28875,0.5410833,0.3974166666666671,1.6355,0.9715833333,0.49416666670000003,0.19866666670000002,0.83325,0.735666666666667,1.155,0.92,1.33683333333333,0.0606666666666667,1.5759166666666697
POLD4,0.312125,1.41225,0.97825,0.027625,1.251625,-0.309375,-0.0125,0.775,1.36275,0.655,-0.518625,0.5055,1.46675,0.7495,1.537,-0.18175,-0.10525,0.6765,0.861,0.597625,-0.15375,1.0545,-0.527875,0.384625,1.037375,0.575,0.218125,1.294875,-0.118875,0.27375,0.20175,2.450375,-0.42775,0.51275,-0.170625,0.2595,0.33975,0.68175,0.339125,1.235375,0.05075,0.262375,1.001375,0.726625,0.252125,2.393125,0.00375,1.408875,1.41025,0.107875,0.94275,2.07475,0.102875,-0.016875,0.463375,2.309875,0.632375,0.106625
EI24,0.08900000000000001,-0.7170000000000001,-0.196,0.6975,0.0895,0.594,-0.723,-0.21899999999999997,0.7665,0.379,-0.485,-0.0765,0.385,1.095,-0.1445,-0.2185,0.4205,0.983,0.6095,-0.0045,0.6405,0.6685,0.365,-0.29,-0.49200000000000005,0.106,0.1905,-0.612,0.46399999999999997,0.267,0.253,-0.379,-0.3415,0.138,0.965,-0.12300000000000001,0.474,-0.0145,-0.1655,-0.5805,-0.5595,-0.9755,-0.062,0.43700000000000006,0.11900000000000001,-0.39899999999999997,0.5529999999999999,0.2435,-0.68,0.3105,-0.3525,-0.2235,-0.4505,-0.135,-0.18600000000000003,-0.2055,-0.47700000000000004,1.068
STK36,-1.17616666666667,0.572833333333333,0.2776667,-0.4441666666666671,-0.48583329999999997,-0.0105,0.2585,-0.2648333,-0.2445,-0.312666666666667,-1.2109999999999999,0.0608333333333333,0.557333333333333,0.36583330000000003,-0.3696666666666671,-0.2005,-0.863,0.1715,-0.8978333000000001,-0.9773333333333329,-2.41866666666667,-1.1355,-0.27766666666666695,0.2783333,0.0175,1.151,0.0041666667,0.8413333000000001,-0.23366666666666697,0.6528333332999999,0.5558333000000001,0.4176666666666671,-0.873166666666667,-0.18100000000000002,0.095,-0.871,0.305166666666667,-0.6491667,0.0581666666666667,0.1748333,0.1175,0.067,0.5145,-1.156,-0.7173333333333329,0.4495,-0.8585,0.855166666666667,0.3075,-1.1598333333,-0.085,1.0656666667,0.32783333333333303,-1.07133333333333,0.1515,-0.21566666666666698,-0.838,0.21066666666666697
RCHY1,-0.0671666666666667,0.348166666666667,0.6623333,-0.5233333333333329,0.45416670000000003,0.787,1.7406669999999997,1.630667,1.7465,0.801666666666667,1.2670000000000001,1.0425,0.3545,0.0735,0.700166666666667,0.915166666666667,0.612833333333333,0.5443333333333329,1.0490000000000002,0.508,0.898333333333333,0.8291666999999999,0.5745,0.2985,0.5268333333333329,-0.6191667,0.9283333333,1.161667,2.0515,0.912,1.1175,1.16466666666667,0.641833333333333,-1.33733333333333,0.6245,0.18899999999999997,0.727166666666667,1.073,-0.172,1.2085,1.341167,0.6303333333,0.5108333333333329,1.413,0.00650000000000001,0.9016666999999999,0.917666666666667,0.928833333333333,0.1595,0.7646666667,0.5313333333,-1.1645,0.7659999999999999,0.143333333333333,2.0253333333000003,0.5945,0.961833333333333,0.662166666666667
MAML1,0.4735,-0.0564,0.1626,-0.498,-0.6203,0.0677,-0.2862,0.0511,-0.1599,-0.2836,0.2177,-0.4454,-0.4184,0.1897,-0.3023,-0.3353,-0.1296,0.00539999999999999,-0.4416,0.2589,-0.2149,-0.4917,-0.1663,-0.0938,0.1676,0.3743,-0.4936,-0.1023,0.34700000000000003,0.6416,0.0096,0.157,0.6384,0.6947,0.6303,-0.6563,0.4479,-0.0466,-0.2561,0.5523,0.2092,0.4007,0.3595,-0.0661,0.2679,0.0983,0.8281,-0.007400000000000009,-0.2677,0.0465,-0.1626,0.5446,-0.1015,0.0478,0.5786,0.0242,0.00929999999999999,-0.4587
SMAD1,1.347,2.7427,0.0705,1.9594,2.0693,2.2774,2.1705,1.1219,1.2638,2.2098,1.5065,1.9464,0.8068,0.955,1.3426,1.3225,1.175,1.0408,1.3379,1.1066,1.6961,1.6827,4.5415,1.9311,1.8252,1.8321,1.4778,1.3793,2.4930000000000003,1.2102,1.8030000000000002,1.7293,1.1686,0.3347,1.4843,1.6852,1.7474,3.4964,2.5382,1.2131,2.1648,3.0556,0.9347,1.4648,0.7724,1.7841,1.1321,2.0196,0.8676,1.3587,1.8019999999999998,0.8289,1.7803,1.3593,1.0852,1.8098,2.6073,1.9637
LRP2,-0.113375,1.442625,2.729375,2.380125,3.426875,-0.8898571,0.9975,-0.3145,-0.331,0.375,2.542625,2.204625,3.971125,3.264375,0.652,1.930875,-0.485125,3.035625,3.0210000000000004,3.66525,-0.7855,-0.7055,0.71825,-0.7455,0.0455,0.6415,-0.101625,2.38475,0.7315,0.031625,-0.291625,0.0701428571428571,1.460625,3.813875,-0.120375,2.019625,-1.3584285714285702,-0.76875,3.73475,-0.910375,3.162625,0.986625,3.804625,0.743125,-0.68125,1.60425,1.91075,0.400125,-0.375,0.71525,-0.637125,1.309125,-0.954375,-0.393125,-0.05025,2.648625,2.919375,-1.16983333333333
EIF4EBP1,0.0595,0.07,-0.63975,-0.3295,0.27625,1.21875,-1.23575,-0.81725,-1.19875,-0.70525,-0.66175,-1.41975,0.30125,-0.45875,-1.3495,-0.21275,-0.8735,-1.40575,0.429,-0.4,0.37575,-0.892,-0.93125,-0.70925,-0.86075,-0.3075,0.74775,-1.128,-1.3630000000000002,-1.0979999999999999,-1.3555,-0.78025,-0.3295,-1.13925,-0.047,-0.525,-0.9885,-0.5045,-0.38775,0.295,-1.915,-1.38225,0.1065,-0.22925,1.36625,-0.0475,-0.59125,0.18625,0.05825,-2.119,1.5755,-0.9195,-0.19525,1.44025,-0.3865,-1.237,-0.795,0.649
TGIF1,-0.146,0.449,0.4795,0.4885,1.524,0.0815,0.536,0.09699999999999999,-0.0605,-0.32899999999999996,0.902,0.7235,0.052000000000000005,-0.27,-0.0865,0.6285,0.534,0.1565,-0.569,-0.35,-0.4865,-0.156,1.56,-0.3265,0.298,0.987,0.28,0.4215,0.4965,0.49200000000000005,-0.0145,1.278,0.292,0.067,0.847,-0.3075,0.733,1.2209999999999999,0.9295,-0.1455,0.141,0.66,0.215,0.733,0.7565,0.5670000000000001,0.93,-0.1185,0.752,0.6925,0.677,1.607,-0.07,1.3805,-0.3885,0.2765,-0.441,0.4375
STK11,0.09775,0.547875,-0.042125,0.101375,1.03675,1.23075,0.313,0.07325,0.225,0.315625,0.71,0.509,0.719875,0.638,-0.1435,0.63525,0.360125,0.1465,0.353,-0.142,0.153875,0.065625,0.237375,-0.03125,0.715,0.96025,-0.0195,0.266,-0.42075,0.602875,1.0135,-0.4005,0.871625,1.242625,0.092875,0.333625,0.094875,1.000875,0.328875,0.71975,0.297,0.3465,0.442375,-1.258375,0.043375,-0.515875,-0.00475,-0.083375,0.242,0.008125,-0.253375,0.549875,0.21025,0.63875,1.001625,0.527125,-0.089125,0.320875
ADAM17,0.90175,0.183125,0.6465,1.427875,0.88125,0.31575,0.366375,0.764375,-0.390375,0.32975,-0.528625,0.187,0.453125,-0.298875,0.36125,1.084375,0.405875,0.061125,-0.175875,-0.344125,-0.39275,0.081,0.54825,-0.114625,0.11,0.48475,1.318875,0.506375,0.900875,0.2305,0.341875,0.657875,0.652,0.131125,1.321625,0.45125,0.12725,0.322625,-0.151375,0.65075,-0.36200000000000004,-0.1295,0.2305,0.38725,0.69125,0.08825,0.171125,0.269625,0.630125,0.420375,0.249375,0.359125,0.4735,1.4025,0.958125,0.793625,0.04675,0.06725
PPM1D,-1.9246666666666699,0.9065,-1.328167,-1.92683333333333,-2.209833,-2.345167,-1.2930000000000001,-1.7951669999999997,-1.8908333333,-0.11966666666666699,-1.5245,-0.2155,-1.13883333333333,-2.6476669999999998,1.345,-0.4411666666666671,-1.7035,-0.754166666666667,-2.0245,1.05616666666667,-1.679,-1.8195,-1.4176666666666697,-1.415667,-1.4038333333333302,-1.831333,-1.0398333333,-1.5345,-1.80316666666667,-1.9548333333,-1.5490000000000002,-1.03883333333333,0.125,-2.1069999999999998,-1.6588330000000002,-1.7396669999999999,-1.6151666666666697,-0.7101666999999999,-2.2705,-1.5765,-1.522167,1.4223333333000001,-1.6285,-0.627,-1.4451666666666698,-1.2265,-1.5028333333333301,-1.20216666666667,-1.8373333333000001,-1.0553333333,-2.7971666667000004,-1.7256666666999998,-0.833666666666667,-1.3969999999999998,-0.7301666667,-1.6796666666666697,-1.9535,-1.5506666666666697
BMP8B,0.606,0.9405,0.433,0.3845,2.67225,0.6829999999999999,0.39225,1.35725,1.364,1.8545,0.76125,1.54425,0.56725,1.46575,1.2365,0.611,1.4055,0.82225,1.66725,0.50875,0.69525,0.7885,0.68225,1.42575,1.19525,2.18275,0.7475,1.06475,-0.48025,0.56525,1.795,-0.8005,1.58625,1.855,0.93675,0.95075,1.2415,1.6,0.93,1.146,0.90425,0.5875,1.0715,-0.648,0.88825,1.17875,0.7705,1.13425,1.15525,1.2035,1.624,2.3845,0.62025,1.11425,2.1085,1.3475,1.9735,1.57475
PTEN,0.36700000000000005,0.924,0.146,0.864142857142857,0.6409999999999999,1.1,0.7268571,0.3915714,0.5929285714,0.6672142857142861,0.8873571429000001,1.23107142857143,0.0414285714285714,0.2873571,0.8727142857142858,0.5579999999999999,0.5701428571428571,0.786857142857143,0.3545,1.4034285714285701,-0.0158571428571429,0.6450714,0.609571428571429,0.5513571,1.1421428571428602,-0.40485709999999997,-1.6156428571,1.1375,0.22707142857142898,1.5482857143000002,1.4025,1.5927142857142902,0.28885714285714303,0.9079999999999999,0.2707143,0.3788571,0.599071428571428,0.9631429,0.7150714285714279,0.9654286,0.8826429,0.7484285714,1.4332857142857098,1.21957142857143,1.33807142857143,1.302857,1.28557142857143,1.7654285714285702,0.8196428571,1.0332142857,0.3892857143,-0.3206428571,1.13342857142857,0.154357142857143,0.6272857143,1.1108571428571399,0.9278571428571429,0.8784285714285721
SERPINB5,1.8235833333333302,-1.00908333333333,-1.41925,-0.875166666666667,0.8276667,-2.790083,-2.2606669999999998,-1.241167,-2.3565833333,-2.10154545454545,-2.0659166666999997,-0.1585,-1.7239166666666699,-1.81275,-1.63690909090909,-1.01783333333333,-1.6019999999999999,-1.06158333333333,-0.50275,-2.40858333333333,-2.5511666666666697,-1.466583,-1.3581818181818202,-0.51475,-0.42200000000000004,-1.37275,-1.9730833333000002,-1.50375,-0.583166666666667,-2.4375,-1.512167,-0.681666666666667,0.107083333333333,-0.663666666666667,-2.008917,-2.1334169999999997,-0.6045,-0.8980833,-2.6178333333333303,-1.4165,-1.772083,-1.0789166667,-1.5975,3.63508333333333,-2.56691666666667,0.07625,0.88975,-1.36975,-1.3241666667,-1.0934166667,-0.30625,-0.38283333329999997,-1.27041666666667,2.591,-1.3783333333,1.8638333333333301,-1.61675,-0.765916666666667
HES5,3.122,1.534,0.84675,0.75,4.91925,1.57925,2.4805,2.6189999999999998,3.26125,1.06425,1.2425,0.92,1.446,3.30875,1.17525,3.60625,2.0765,1.28525,1.975,3.20475,2.18275,2.7075,4.48375,0.63725,0.8015,2.588,0.705,2.0540000000000003,2.42975,1.95675,0.35875,3.885,1.37975,1.66225,2.05325,0.54575,1.40775,0.36575,3.87275,0.5835,1.21075,1.0065,3.69925,2.13825,2.46875,3.0935,2.61525,1.169,1.8635,1.92,0.70975,4.041,1.84525,1.54975,1.55925,1.1805,3.77,2.609
STEAP3,0.5215,-1.001,-0.8535,-0.061375,0.45125,-0.641125,-1.57,0.505625,-0.083625,0.572125,0.369375,-1.543375,0.5275,1.04925,-1.358375,-1.262625,0.625875,-0.44125,1.320375,-0.914375,1.160625,0.444,0.839875,-1.252875,-1.204625,0.01625,1.387625,1.019875,1.216375,-0.457875,1.094375,-1.2085,0.177375,0.633375,0.736875,-0.58825,-0.41600000000000004,-0.7595,-0.32325,0.357375,-0.77775,-0.565875,0.772875,0.521625,2.538125,0.04075,-1.56725,0.75925,-0.39425,-1.09475,-0.458625,0.308875,-0.435,0.009625,1.071375,-0.62475,-1.28575,0.65575
CASP8,-1.1195,0.2616,-0.3994,-0.9633,-0.6607,-0.1649,-0.5132,-0.3664,-0.4116,-1.0371,-1.4525,-0.9531,-0.9287,-0.2196,-1.2328,-1.0605,-0.9044,-1.1259,-0.7749,-0.5321,-0.7506,-0.654,-0.268111111111111,-1.0783,-0.732,-0.21899999999999997,-0.336,-0.3093,-0.4151,-0.6391,-1.046,-1.0132,-0.4766,-0.1958,-0.1631,0.0127,-0.9651,-0.8178,-0.3274,-0.7785,-1.2439,-0.6728,-1.7677,-0.5574,-1.0125,-0.6692,-1.291,-0.8617,-1.2538,-0.5745,-0.7239,-0.2448,-1.2114,-0.4582,-1.5051,-0.8145,-1.2991,-1.2864
JAG1,0.627833333333333,0.19583333333333303,-0.133,1.077,-1.110167,0.2966667,-0.03833333,0.9171667,-0.7198333333,0.389,-0.366,0.271,-0.322666666666667,-0.7163333000000001,0.2375,-0.29616666666666697,0.3821666666666671,-0.4403333333333329,0.07816667,0.0448333333333333,0.2335,-0.2495,-0.0988333333333333,0.2843333,0.8381666666666671,1.349833,-0.0948333333,0.8361666999999999,0.5001666666666671,0.4805,0.2223333,0.107,0.7163333333333329,0.5113333333333329,0.5538333000000001,0.2595,1.14366666666667,1.139333,-0.147,0.8181666999999999,-0.3128333,-0.185,0.4873333333333329,2.039,0.4743333333333329,0.524,0.3923333333333329,0.0778333333333333,1.1895,1.0441666667,0.21533333329999998,1.6443333333,0.26483333333333303,0.868166666666667,-0.6363333333,0.623166666666667,0.033,0.7151666666666671
DTX1,1.490625,0.9390000000000001,0.891625,0.0065,0.01125,1.88225,0.158125,1.186125,0.475125,0.152375,0.362125,0.20775,-0.185125,-0.048375,0.293,0.22275,0.720625,-0.316125,0.11699999999999999,2.636125,-0.2525,0.710375,0.883,0.67525,1.085375,0.2505,0.393125,0.010125,1.47425,1.148625,0.8395,-0.21475,0.32025,-0.41025,0.956,0.18225,1.298375,1.148125,-1.124625,0.107,1.6965,0.359125,0.066375,-0.418,0.936125,0.943375,0.325875,1.064875,0.887125,0.9255,0.5315,0.044625,0.989875,0.712375,1.450125,0.261875,1.175125,1.079875
